Time,Total_Candles,Gaps,Win_Feed_P50,Win_Feed_P99,Win_Feed_P999,Win_Feed_Max,Win_Int_P50,Win_Int_P99,Win_Int_P999,Win_Int_Max,Win_Aud_P50,Win_Aud_P99,Win_Aud_P999,Win_Aud_Max,Glb_Feed_P50,Glb_Feed_P99,Glb_Feed_P999,Glb_Feed_Max,Glb_Int_P50,Glb_Int_P99,Glb_Int_P999,Glb_Int_Max,Glb_Aud_P50,Glb_Aud_P99,Glb_Aud_P999,Glb_Aud_Max
2026-01-27 17:25:32,27771200,0,1.09268e+07,1.60158e+08,1.6477e+08,2.08374e+08,19602,62342,113419,310760,207495,437036,562079,1.9991e+07,1.029e+07,1.595e+08,1.617e+08,5.36546e+08,21100,61400,116300,4.96612e+07,183600,423800,621700,6.12137e+07
2026-01-27 17:35:32,27873064,0,9.07426e+06,1.5987e+08,1.61513e+08,2.27016e+08,19874,57667,104503,354616,213963,447950,589957,3.53725e+07,1.028e+07,1.595e+08,1.617e+08,5.36546e+08,21100,61400,116200,4.96612e+07,183700,424000,621500,6.12137e+07
2026-01-27 17:45:32,27974028,0,1.07577e+07,1.60232e+08,1.67334e+08,2.67814e+08,20451,61695,114126,274498,211220,447320,615325,2.81331e+07,1.028e+07,1.596e+08,1.617e+08,5.36546e+08,21000,61400,116200,4.96612e+07,183800,424200,621400,6.12137e+07
2026-01-27 17:55:32,28057292,0,1.10279e+07,1.6006e+08,1.61906e+08,2.17397e+08,20993,59923,108427,1.62083e+06,212129,441839,580297,3.00349e+07,1.028e+07,1.596e+08,1.617e+08,5.36546e+08,21000,61400,116200,4.96612e+07,183900,424300,621300,6.12137e+07
2026-01-27 18:05:32,28153098,0,1.07064e+07,1.59993e+08,1.62374e+08,2.20443e+08,20152,60197,112749,269744,213220,449210,651488,2.63888e+07,1.028e+07,1.596e+08,1.617e+08,5.36546e+08,21000,61400,116200,4.96612e+07,184000,424500,621400,6.12137e+07
2026-01-27 18:15:32,28231124,0,1.06056e+07,1.59856e+08,1.61381e+08,2.00799e+08,20447,57976,104068,306135,210263,441484,579933,2.79918e+07,1.028e+07,1.596e+08,1.617e+08,5.36546e+08,21000,61400,116200,4.96612e+07,184000,424700,621300,6.12137e+07
2026-01-27 18:25:32,28301865,0,1.2445e+07,1.60191e+08,1.62641e+08,2.14163e+08,20902,59184,111577,347836,210628,443698,609557,2.30134e+07,1.029e+07,1.596e+08,1.617e+08,5.36546e+08,21000,61400,116100,4.96612e+07,184100,424800,621300,6.12137e+07
2026-01-27 18:35:32,28363990,0,1.37639e+07,1.59771e+08,1.61535e+08,1.79691e+08,21210,58410,108121,1.00107e+06,209716,441783,570655,1.90442e+07,1.029e+07,1.596e+08,1.617e+08,5.36546e+08,21000,61400,116100,4.96612e+07,184100,424800,621200,6.12137e+07
2026-01-27 18:45:32,28423269,0,1.55963e+07,1.60089e+08,1.71699e+08,2.47707e+08,21205,57743,102377,289506,212226,444380,577364,3.25028e+06,1.03e+07,1.596e+08,1.617e+08,5.36546e+08,21000,61400,116100,4.96612e+07,184200,424900,621100,6.12137e+07
2026-01-27 18:55:32,28494185,0,1.20597e+07,1.59928e+08,1.62416e+08,2.1057e+08,20454,57581,100852,586249,209707,439225,536336,2.02952e+06,1.03e+07,1.596e+08,1.617e+08,5.36546e+08,21000,61400,116100,4.96612e+07,184300,425000,620800,6.12137e+07
2026-01-27 19:05:32,28595493,0,1.19502e+07,1.60187e+08,1.63165e+08,2.26661e+08,20062,63665,113700,333245,207226,441288,566240,8.99819e+06,1.031e+07,1.596e+08,1.617e+08,5.36546e+08,21000,61400,116100,4.96612e+07,184300,425100,620500,6.12137e+07
2026-01-27 19:15:32,28661204,0,1.33257e+07,1.59767e+08,1.61427e+08,1.9681e+08,21006,57811,102219,959827,212721,440696,571838,2.82204e+07,1.031e+07,1.596e+08,1.617e+08,5.36546e+08,21000,61400,116000,4.96612e+07,184400,425200,620500,6.12137e+07
2026-01-27 19:25:32,28724134,0,1.20541e+07,1.59981e+08,1.61523e+08,2.18411e+08,21137,56720,106312,335406,211460,440860,536275,1.31107e+07,1.031e+07,1.596e+08,1.617e+08,5.36546e+08,21000,61400,116000,4.96612e+07,184400,425300,620300,6.12137e+07
2026-01-27 19:35:32,28780847,0,1.24917e+07,1.59696e+08,1.6129e+08,2.0522e+08,21224,56908,109654,309437,214924,445307,561778,7.90209e+06,1.032e+07,1.596e+08,1.617e+08,5.36546e+08,21000,61300,116000,4.96612e+07,184500,425400,620200,6.12137e+07
2026-01-27 19:45:32,28840111,0,1.77614e+07,1.60215e+08,2.05687e+08,4.81833e+08,20872,55773,102531,439258,208162,438285,549863,1.71659e+06,1.032e+07,1.596e+08,1.617e+08,5.36546e+08,21000,61300,116000,4.96612e+07,184500,425400,619900,6.12137e+07
2026-01-27 19:55:32,28897588,0,1.65665e+07,1.596e+08,1.61397e+08,5.9013e+08,21041,55432,95422,234871,213470,444277,545797,1.3769e+07,1.033e+07,1.596e+08,1.617e+08,5.9013e+08,21000,61300,115900,4.96612e+07,184600,425500,619700,6.12137e+07
2026-01-27 20:05:32,28961982,0,1.74718e+07,1.59587e+08,1.61334e+08,1.92178e+08,20890,56866,103335,260563,207286,440773,599735,1.21637e+07,1.033e+07,1.596e+08,1.617e+08,5.9013e+08,21000,61300,115900,4.96612e+07,184600,425600,619600,6.12137e+07
2026-01-27 20:15:32,29029530,0,1.77159e+07,1.59905e+08,1.62761e+08,1.9032e+08,21304,58991,104739,563171,209485,437462,532840,1.83581e+07,1.034e+07,1.596e+08,1.617e+08,5.9013e+08,21000,61300,115900,4.96612e+07,184700,425700,619400,6.12137e+07
2026-01-27 20:25:32,29126919,0,1.66279e+07,1.60139e+08,1.7335e+08,2.20771e+08,19677,59323,107160,771521,211312,442968,534673,5.89601e+06,1.036e+07,1.596e+08,1.618e+08,5.9013e+08,21000,61300,115900,4.96612e+07,184800,425800,619100,6.12137e+07
2026-01-27 20:35:32,29198548,0,2.30036e+07,1.60004e+08,1.63432e+08,2.15676e+08,21267,59307,106335,251148,205423,435416,525417,1.32712e+07,1.037e+07,1.596e+08,1.618e+08,5.9013e+08,21000,61300,115800,4.96612e+07,184800,425800,618800,6.12137e+07
2026-01-27 20:45:32,29271792,0,1.01135e+07,1.60141e+08,1.61974e+08,1.96841e+08,20775,57526,109423,311708,205502,431721,550124,1.11427e+07,1.036e+07,1.596e+08,1.618e+08,5.9013e+08,21000,61300,115800,4.96612e+07,184900,425900,618700,6.12137e+07
2026-01-27 20:55:32,29367140,0,1.18237e+07,1.60314e+08,1.64805e+08,2.14094e+08,20542,59842,104530,362026,208612,434711,543209,2.33124e+06,1.037e+07,1.596e+08,1.618e+08,5.9013e+08,21000,61300,115800,4.96612e+07,184900,425900,618400,6.12137e+07
2026-01-27 21:05:32,29446230,0,1.48303e+07,1.59996e+08,1.62133e+08,2.6551e+08,20943,59449,110112,307049,208608,439707,602189,2.63856e+07,1.038e+07,1.596e+08,1.618e+08,5.9013e+08,21000,61300,115800,4.96612e+07,185000,426000,618300,6.12137e+07
2026-01-27 21:15:32,29519417,0,1.26368e+07,1.59902e+08,1.61896e+08,2.14477e+08,20762,58464,106731,1.00077e+06,208610,440328,587606,1.8366e+07,1.038e+07,1.596e+08,1.618e+08,5.9013e+08,21000,61300,115700,4.96612e+07,185000,426000,618200,6.12137e+07
2026-01-27 21:25:32,29586937,0,1.02297e+07,1.59606e+08,1.61265e+08,2.20799e+08,20537,56815,106947,324494,208771,439602,563360,2.26873e+07,1.038e+07,1.596e+08,1.618e+08,5.9013e+08,21000,61300,115700,4.96612e+07,185100,426100,618100,6.12137e+07
2026-01-27 21:35:32,29650276,0,1.29513e+07,1.59685e+08,1.61551e+08,2.24312e+08,20982,56733,109389,447028,210376,447804,915258,1.40731e+07,1.039e+07,1.596e+08,1.618e+08,5.9013e+08,21000,61300,115700,4.96612e+07,185100,426200,618400,6.12137e+07
2026-01-27 21:45:32,29707315,0,2.61151e+07,1.59917e+08,1.70194e+08,2.59039e+08,21595,57991,107135,303439,210611,438323,557344,2.1744e+06,1.039e+07,1.596e+08,1.618e+08,5.9013e+08,21000,61300,115700,4.96612e+07,185200,426300,618200,6.12137e+07
2026-01-27 21:55:32,29754221,0,3.11048e+07,1.59809e+08,1.61773e+08,1.88296e+08,22370,56002,108146,304496,208000,436934,529611,3.08232e+06,1.04e+07,1.596e+08,1.618e+08,5.9013e+08,21000,61200,115700,4.96612e+07,185200,426300,618100,6.12137e+07
2026-01-27 22:05:32,29812580,0,2.09693e+07,1.59598e+08,1.61171e+08,1.70163e+08,21917,59362,107526,300665,211758,442687,554483,2.30052e+06,1.041e+07,1.596e+08,1.618e+08,5.9013e+08,21000,61200,115700,4.96612e+07,185300,426400,617900,6.12137e+07
2026-01-27 22:15:32,29860592,0,5.04062e+07,1.59515e+08,1.61229e+08,2.12708e+08,23349,59406,109670,289189,205808,437512,555921,1.33716e+07,1.042e+07,1.596e+08,1.618e+08,5.9013e+08,21000,61200,115600,4.96612e+07,185300,426400,617800,6.12137e+07
2026-01-27 22:25:32,29912345,0,1.47987e+07,1.59404e+08,1.61309e+08,2.11478e+08,20938,54878,105251,330149,209178,435904,544078,4.87784e+06,1.042e+07,1.596e+08,1.618e+08,5.9013e+08,21000,61200,115600,4.96612e+07,185300,426400,617600,6.12137e+07
2026-01-27 22:35:32,29957812,0,3.07767e+07,1.59272e+08,1.60765e+08,2.02121e+08,22033,55158,99387,431732,207523,436150,555720,2.17952e+06,1.043e+07,1.596e+08,1.618e+08,5.9013e+08,21000,61200,115600,4.96612e+07,185400,426400,617500,6.12137e+07
2026-01-27 22:45:32,30009012,0,3.37618e+07,1.59284e+08,1.61433e+08,2.11589e+08,21546,56821,105990,222645,210159,438747,541080,2.02984e+06,1.044e+07,1.596e+08,1.618e+08,5.9013e+08,21000,61200,115600,4.96612e+07,185400,426500,617400,6.12137e+07
2026-01-27 22:55:32,30050823,0,7.10324e+07,1.58854e+08,1.60695e+08,2.04963e+08,22095,55358,97950,301414,206406,434977,540931,1.93722e+06,1.044e+07,1.596e+08,1.618e+08,5.9013e+08,21000,61200,115600,4.96612e+07,185400,426500,617200,6.12137e+07
2026-01-27 23:05:32,30106918,0,3.20596e+07,1.59248e+08,1.60927e+08,2.1016e+08,21686,57157,104380,304834,214775,447937,643480,7.54503e+06,1.046e+07,1.596e+08,1.618e+08,5.9013e+08,21000,61200,115500,4.96612e+07,185500,426600,617300,6.12137e+07
2026-01-27 23:15:32,30159063,0,2.8768e+07,1.59188e+08,1.60813e+08,2.12591e+08,21672,54839,97624,276710,204163,431037,541045,1.33121e+07,1.047e+07,1.596e+08,1.618e+08,5.9013e+08,21000,61200,115500,4.96612e+07,185500,426600,617200,6.12137e+07
2026-01-27 23:25:32,30206871,0,3.31359e+07,1.59328e+08,1.61083e+08,2.14426e+08,21745,56649,109158,389126,209167,444670,597697,1.51866e+07,1.048e+07,1.596e+08,1.618e+08,5.9013e+08,21000,61200,115500,4.96612e+07,185500,426700,617200,6.12137e+07
2026-01-27 23:35:32,30257096,0,2.21532e+07,1.59277e+08,1.60721e+08,2.09644e+08,21726,55562,100811,295017,209111,441673,586445,1.16609e+07,1.048e+07,1.596e+08,1.618e+08,5.9013e+08,21000,61200,115500,4.96612e+07,185600,426700,617100,6.12137e+07
2026-01-27 23:45:32,30317089,0,9.85194e+06,1.59323e+08,1.60926e+08,2.12699e+08,20380,55596,104393,674891,207122,435395,549177,1.37414e+07,1.048e+07,1.596e+08,1.618e+08,5.9013e+08,21000,61200,115500,4.96612e+07,185600,426700,616900,6.12137e+07
2026-01-27 23:55:32,30374431,0,1.05405e+07,1.59293e+08,1.60883e+08,1.95335e+08,20831,56853,98933,556361,207834,441110,578602,5.99656e+06,1.048e+07,1.596e+08,1.618e+08,5.9013e+08,21000,61200,115400,4.96612e+07,185700,426800,616900,6.12137e+07
2026-01-28 00:05:32,30465227,0,1.01084e+07,1.5932e+08,1.61028e+08,1.90054e+08,20702,61976,125665,749519,212456,465093,879937,1.46242e+07,1.048e+07,1.596e+08,1.617e+08,5.9013e+08,21000,61200,115500,4.96612e+07,185700,427000,617800,6.12137e+07
2026-01-28 00:15:32,30543191,0,1.11269e+07,1.59133e+08,1.60704e+08,2.16404e+08,21147,57354,109067,716250,214761,445689,572481,2.04917e+07,1.048e+07,1.596e+08,1.617e+08,5.9013e+08,21000,61200,115500,4.96612e+07,185800,427100,617500,6.12137e+07
2026-01-28 00:25:32,30618659,0,9.34081e+06,1.59157e+08,1.60534e+08,2.02073e+08,20928,56673,102312,285989,208083,436769,551643,2.05106e+06,1.048e+07,1.596e+08,1.617e+08,5.9013e+08,21000,61100,115400,4.96612e+07,185800,427100,617300,6.12137e+07
2026-01-28 00:35:32,30688941,0,9.67143e+06,1.59367e+08,1.60803e+08,2.13657e+08,21213,57661,106902,335106,207172,431557,592748,7.73745e+06,1.048e+07,1.596e+08,1.617e+08,5.9013e+08,21000,61100,115400,4.96612e+07,185900,427200,617200,6.12137e+07
2026-01-28 00:45:32,30756030,0,9.56074e+06,1.59223e+08,1.60623e+08,2.1761e+08,21110,57608,108821,402148,208882,436522,540548,1.86284e+07,1.048e+07,1.596e+08,1.617e+08,5.9013e+08,21000,61100,115400,4.96612e+07,185900,427200,617100,6.12137e+07
2026-01-28 00:55:32,30827437,0,1.05404e+07,1.59503e+08,1.60951e+08,1.98443e+08,21158,57976,106089,257664,206643,436099,571635,1.25727e+07,1.048e+07,1.596e+08,1.617e+08,5.9013e+08,21000,61100,115400,4.96612e+07,186000,427200,616900,6.12137e+07
2026-01-28 01:05:32,30913541,0,9.64845e+06,1.59542e+08,1.61072e+08,2.14679e+08,21066,61171,107012,425715,211403,441674,597465,1.64839e+07,1.047e+07,1.596e+08,1.617e+08,5.9013e+08,21000,61100,115300,4.96612e+07,186000,427300,616900,6.12137e+07
2026-01-28 01:15:32,30997964,0,9.20025e+06,1.59484e+08,1.61058e+08,2.1352e+08,20727,58299,107896,366148,207784,438314,552520,1.98218e+07,1.047e+07,1.596e+08,1.617e+08,5.9013e+08,21000,61100,115300,4.96612e+07,186100,427400,616800,6.12137e+07
2026-01-28 01:25:32,31066240,0,9.82781e+06,1.59275e+08,1.60697e+08,2.00044e+08,20871,55628,103837,328015,207860,435467,528687,2.06501e+07,1.046e+07,1.596e+08,1.617e+08,5.9013e+08,21000,61100,115300,4.96612e+07,186100,427400,616500,6.12137e+07
2026-01-28 01:35:32,31140190,0,9.38366e+06,1.5943e+08,1.60898e+08,1.80321e+08,20604,57391,107883,277952,211119,440887,554978,8.56886e+06,1.045e+07,1.596e+08,1.617e+08,5.9013e+08,21000,61100,115300,4.96612e+07,186200,427500,616200,6.12137e+07
2026-01-28 01:45:32,31201378,0,1.00612e+07,1.59195e+08,1.60892e+08,2.10316e+08,21488,57117,113861,308660,208235,437247,545650,3.0599e+06,1.045e+07,1.596e+08,1.617e+08,5.9013e+08,21000,61100,115300,4.96612e+07,186200,427500,616100,6.12137e+07
2026-01-28 01:55:32,31274543,0,9.02501e+06,1.59362e+08,1.60808e+08,1.95918e+08,20469,58483,115159,379381,194710,425124,726421,1.57955e+07,1.044e+07,1.596e+08,1.617e+08,5.9013e+08,21000,61100,115300,4.96612e+07,186200,427500,616300,6.12137e+07
2026-01-28 02:05:32,31353873,0,9.20784e+06,1.59214e+08,1.6067e+08,2.07681e+08,20583,57157,108563,348545,192645,421756,664403,2.38847e+06,1.044e+07,1.596e+08,1.617e+08,5.9013e+08,21000,61100,115300,4.96612e+07,186300,427500,616400,6.12137e+07
2026-01-28 02:15:32,31425929,0,9.65773e+06,1.59392e+08,1.61439e+08,4.79872e+08,20833,57742,104358,325802,190729,413652,606200,6.21837e+06,1.044e+07,1.596e+08,1.617e+08,5.9013e+08,21000,61100,115200,4.96612e+07,186300,427500,616300,6.12137e+07
2026-01-28 02:25:32,31492761,0,9.98781e+06,1.59411e+08,1.60964e+08,2.08066e+08,21138,58028,105879,247433,191527,411468,605440,1.65115e+07,1.043e+07,1.596e+08,1.617e+08,5.9013e+08,21000,61100,115200,4.96612e+07,186300,427400,616300,6.12137e+07
2026-01-28 02:35:32,31566341,0,9.51974e+06,1.59573e+08,1.61076e+08,1.95908e+08,20792,59161,112141,591076,191851,413472,549718,1.24766e+07,1.043e+07,1.596e+08,1.617e+08,5.9013e+08,21000,61100,115200,4.96612e+07,186300,427400,616200,6.12137e+07
2026-01-28 02:45:32,31629938,0,1.0063e+07,1.59629e+08,1.6118e+08,2.05282e+08,21161,57949,110487,286332,190773,412821,581242,5.63237e+06,1.043e+07,1.596e+08,1.617e+08,5.9013e+08,21000,61100,115200,4.96612e+07,186300,427400,616100,6.12137e+07
2026-01-28 02:55:32,31693946,0,9.24896e+06,1.59349e+08,1.61079e+08,2.0792e+08,20719,56119,105126,438262,189788,400232,513933,6.93414e+06,1.043e+07,1.596e+08,1.617e+08,5.9013e+08,21000,61000,115200,4.96612e+07,186300,427400,615800,6.12137e+07
2026-01-28 03:05:32,31770364,0,9.8242e+06,1.59392e+08,1.60867e+08,2.05868e+08,20766,58403,108269,871477,189880,404894,534213,1.09352e+07,1.043e+07,1.596e+08,1.617e+08,5.9013e+08,21000,61000,115200,4.96612e+07,186300,427300,615600,6.12137e+07
2026-01-28 03:15:32,31837653,0,9.65863e+06,1.59511e+08,1.60945e+08,2.11721e+08,20663,60137,111139,334743,189866,402701,537717,1.37246e+06,1.042e+07,1.596e+08,1.617e+08,5.9013e+08,21000,61000,115100,4.96612e+07,186300,427300,615300,6.12137e+07
2026-01-28 03:25:32,31903231,0,1.05612e+07,1.59509e+08,1.61004e+08,2.07973e+08,21790,59533,104228,257168,188969,403226,553901,1.44707e+07,1.042e+07,1.596e+08,1.617e+08,5.9013e+08,21000,61000,115100,4.96612e+07,186300,427200,615200,6.12137e+07
2026-01-28 03:35:32,31971107,0,9.49644e+06,1.59277e+08,1.60767e+08,2.03292e+08,20934,57424,109400,281266,189746,403547,524083,9.41687e+06,1.042e+07,1.596e+08,1.617e+08,5.9013e+08,21000,61000,115100,4.96612e+07,186300,427200,615000,6.12137e+07
2026-01-28 03:45:32,32040369,0,9.16469e+06,1.59354e+08,1.60841e+08,2.14302e+08,20426,55420,103217,259819,190019,406254,603499,1.59573e+07,1.042e+07,1.596e+08,1.617e+08,5.9013e+08,21000,61000,115100,4.96612e+07,186300,427200,615000,6.12137e+07
2026-01-28 03:55:32,32107810,0,9.80519e+06,1.59172e+08,1.60572e+08,1.98016e+08,20808,55331,96515,482576,190834,406248,517020,2.16953e+07,1.042e+07,1.596e+08,1.617e+08,5.9013e+08,21000,61000,115100,4.96612e+07,186300,427100,614700,6.12137e+07
2026-01-28 04:05:32,32184243,0,9.22485e+06,1.59239e+08,1.60865e+08,1.95152e+08,20036,58732,116525,377574,191809,409786,553279,1.16706e+07,1.041e+07,1.596e+08,1.617e+08,5.9013e+08,21000,61000,115100,4.96612e+07,186400,427100,614500,6.12137e+07
2026-01-28 04:15:32,32266191,0,8.73602e+06,1.59176e+08,1.60962e+08,1.82747e+08,19490,56619,104505,281250,191828,410547,547141,1.14383e+06,1.04e+07,1.596e+08,1.617e+08,5.9013e+08,21000,61000,115000,4.96612e+07,186400,427000,614300,6.12137e+07
2026-01-28 04:25:32,32357026,0,8.11333e+06,1.59169e+08,1.60642e+08,2.04609e+08,18739,55307,106370,366275,191401,408786,530160,1.82968e+07,1.039e+07,1.596e+08,1.617e+08,5.9013e+08,21000,61000,115000,4.96612e+07,186400,427000,613900,6.12137e+07
2026-01-28 04:35:32,32431173,0,8.69338e+06,1.59327e+08,1.60894e+08,2.06832e+08,20554,57580,107490,314169,187304,401346,526059,9.76358e+06,1.038e+07,1.596e+08,1.617e+08,5.9013e+08,21000,61000,115000,4.96612e+07,186400,426900,613700,6.12137e+07
2026-01-28 04:45:32,32493368,0,9.06063e+06,1.59187e+08,1.6068e+08,2.00829e+08,20568,54631,98018,311306,188974,405521,535641,1.61314e+07,1.037e+07,1.596e+08,1.617e+08,5.9013e+08,21000,61000,115000,4.96612e+07,186400,426900,613500,6.12137e+07
2026-01-28 04:55:32,32551559,0,8.63203e+06,1.5874e+08,1.60211e+08,2.10509e+08,20438,52192,96041,246195,189679,400977,530302,1.19158e+07,1.037e+07,1.596e+08,1.617e+08,5.9013e+08,21000,60900,114900,4.96612e+07,186400,426900,613400,6.12137e+07
2026-01-28 05:05:32,32616893,0,1.06137e+07,1.59171e+08,1.60942e+08,1.8494e+08,20602,55891,104475,254479,187393,402045,511055,4.47091e+06,1.037e+07,1.596e+08,1.617e+08,5.9013e+08,21000,60900,114900,4.96612e+07,186400,426800,613200,6.12137e+07
2026-01-28 05:15:32,32698843,0,8.42251e+06,1.5914e+08,1.60732e+08,2.07241e+08,19420,54619,109685,302969,190367,403964,529267,1.53328e+07,1.036e+07,1.596e+08,1.617e+08,5.9013e+08,21000,60900,114900,4.96612e+07,186400,426800,613000,6.12137e+07
2026-01-28 05:25:32,32781152,0,8.17462e+06,1.59083e+08,1.60829e+08,1.86849e+08,19812,54955,102896,457085,187368,403194,539115,1.76047e+07,1.035e+07,1.596e+08,1.616e+08,5.9013e+08,21000,60900,114900,4.96612e+07,186400,426700,612600,6.12137e+07
2026-01-28 05:35:32,32864777,0,8.10002e+06,1.59196e+08,1.61304e+08,2.05889e+08,19866,56843,107902,428802,188879,408200,613592,1.67987e+06,1.033e+07,1.596e+08,1.616e+08,5.9013e+08,21000,60900,114900,4.96612e+07,186400,426700,612600,6.12137e+07
2026-01-28 05:45:32,32935900,0,9.08646e+06,1.59411e+08,1.6417e+08,4.39947e+08,20542,57715,108567,550051,190373,407698,532126,2.00681e+07,1.033e+07,1.596e+08,1.617e+08,5.9013e+08,21000,60900,114800,4.96612e+07,186400,426700,612400,6.12137e+07
