Time,Total_Candles,Gaps,Win_Feed_P50,Win_Feed_P99,Win_Feed_P999,Win_Feed_Max,Win_Int_P50,Win_Int_P99,Win_Int_P999,Win_Int_Max,Win_Aud_P50,Win_Aud_P99,Win_Aud_P999,Win_Aud_Max,Glb_Feed_P50,Glb_Feed_P99,Glb_Feed_P999,Glb_Feed_Max,Glb_Int_P50,Glb_Int_P99,Glb_Int_P999,Glb_Int_Max,Glb_Aud_P50,Glb_Aud_P99,Glb_Aud_P999,Glb_Aud_Max
2026-01-21 06:35:37,29639,0,1.02656e+07,1.58865e+08,1.60169e+08,1.61544e+08,3089,11782,43175,84406,700,4062,141588,153389,9.748e+06,1.585e+08,1.6e+08,1.65043e+08,3600,15900,78700,200689,600,4300,80200,478149
2026-01-21 06:45:37,31878,0,1.54951e+07,1.58637e+08,1.6047e+08,1.6215e+08,5363,14544,26114,47232,648,4310,85619,117183,9.855e+06,1.585e+08,1.6e+08,1.65043e+08,3700,15900,74400,200689,600,4300,82900,478149
2026-01-21 06:55:37,34821,0,9.39806e+06,1.58615e+08,1.60611e+08,1.61697e+08,3413,15942,50892,72418,672,3992,40908,59269,9.803e+06,1.585e+08,1.601e+08,1.65043e+08,3600,15900,72100,200689,600,4300,73400,478149
2026-01-21 07:05:37,37272,0,9.79642e+06,1.58881e+08,1.60418e+08,1.61601e+08,4607,18424,74081,80335,690,3244,14361,52691,9.801e+06,1.585e+08,1.601e+08,1.65043e+08,3700,16000,72100,200689,600,4200,68900,478149
2026-01-21 07:15:37,40026,0,9.03355e+06,1.58617e+08,1.59792e+08,1.61959e+08,3215,15711,44860,86469,703,3492,62905,168311,9.728e+06,1.585e+08,1.6e+08,1.65043e+08,3700,16000,70300,200689,600,4100,67000,478149
2026-01-21 07:25:37,41782,0,1.21799e+07,1.58758e+08,1.60377e+08,1.65311e+08,5206,15845,33572,118578,659,3125,7896,25047,9.789e+06,1.585e+08,1.6e+08,1.65311e+08,3700,15900,70300,200689,600,4000,66100,478149
2026-01-21 07:35:37,44554,0,1.04866e+07,1.58589e+08,1.60142e+08,1.60514e+08,3025,14244,56002,116241,732,4223,35359,56993,9.834e+06,1.585e+08,1.6e+08,1.65311e+08,3700,15900,69000,200689,600,4100,62900,478149
2026-01-21 07:45:37,48307,0,9.79627e+06,1.58408e+08,1.59773e+08,1.59884e+08,3232,15694,65439,165165,665,3188,11303,29898,9.824e+06,1.585e+08,1.6e+08,1.65311e+08,3600,15800,68500,200689,600,3900,59200,478149
2026-01-21 07:55:37,51310,0,9.30971e+06,1.58616e+08,1.60733e+08,1.69782e+08,3340,16706,56431,102383,719,4260,47563,100106,9.777e+06,1.585e+08,1.6e+08,1.69782e+08,3600,15900,67500,200689,600,3900,59200,478149
2026-01-21 08:05:37,55267,0,9.11344e+06,1.58455e+08,1.60596e+08,2.08295e+08,2207,18482,71544,96895,789,3687,58340,97259,9.696e+06,1.585e+08,1.6e+08,2.08295e+08,3500,16000,68700,200689,600,3900,58400,478149
2026-01-21 08:15:37,59609,0,9.21476e+06,1.58429e+08,1.59997e+08,1.76608e+08,1964,13917,59946,97099,789,3480,56534,101280,9.647e+06,1.585e+08,1.6e+08,2.08295e+08,3400,15900,68500,200689,600,3800,58400,478149
2026-01-21 08:25:37,62569,0,8.99819e+06,1.58539e+08,1.60896e+08,2.17132e+08,2973,14684,89452,102748,751,4075,111080,138855,9.594e+06,1.585e+08,1.601e+08,2.17132e+08,3300,15900,68700,200689,600,3900,62500,478149
2026-01-21 08:35:37,64585,0,1.10755e+07,1.58823e+08,1.62232e+08,1.73108e+08,5252,13513,44238,77295,644,3420,51513,94671,9.626e+06,1.585e+08,1.601e+08,2.17132e+08,3400,15800,68500,200689,600,3800,62100,478149
2026-01-21 08:45:37,69613,0,9.01508e+06,1.58284e+08,1.59676e+08,1.60757e+08,1940,13191,61432,83488,772,3145,34748,144510,9.564e+06,1.585e+08,1.6e+08,2.17132e+08,3200,15600,67500,200689,700,3800,59200,478149
2026-01-21 08:55:37,71654,0,1.12335e+07,1.58848e+08,1.60065e+08,1.60719e+08,4947,12202,45028,115306,656,3632,51781,66176,9.581e+06,1.585e+08,1.6e+08,2.17132e+08,3200,15600,67500,200689,600,3800,58400,478149
2026-01-21 09:05:37,74284,0,8.95607e+06,1.58812e+08,1.6062e+08,1.61577e+08,2693,15187,127907,608788,759,5561,63181,219636,9.562e+06,1.585e+08,1.601e+08,2.17132e+08,3200,15600,68700,608788,700,3900,58400,478149
2026-01-21 09:15:37,76450,0,1.10063e+07,1.58969e+08,1.5998e+08,1.63004e+08,4044,15720,32363,53835,649,3080,33545,43923,9.573e+06,1.585e+08,1.601e+08,2.17132e+08,3200,15600,67500,608788,600,3900,58300,478149
2026-01-21 09:25:37,78742,0,1.12076e+07,1.58856e+08,1.60735e+08,1.68549e+08,4653,13015,29670,74773,673,3377,21583,35475,9.601e+06,1.585e+08,1.601e+08,2.17132e+08,3300,15500,67300,608788,600,3800,57700,478149
2026-01-21 09:35:37,80825,0,9.19233e+06,1.5894e+08,1.60764e+08,1.61193e+08,2681,15405,27832,97747,684,3185,7871,10490,9.589e+06,1.586e+08,1.601e+08,2.17132e+08,3300,15500,67200,608788,600,3800,56900,478149
2026-01-21 09:45:37,82968,0,9.13105e+06,1.58851e+08,1.61048e+08,1.61589e+08,2679,14582,61796,96488,686,2727,43111,49834,9.577e+06,1.586e+08,1.601e+08,2.17132e+08,3200,15500,67200,608788,600,3700,56600,478149
2026-01-21 09:55:37,85652,0,9.68518e+06,1.58559e+08,1.59804e+08,1.62426e+08,2101,11915,44044,53996,699,2625,20101,26612,9.58e+06,1.586e+08,1.601e+08,2.17132e+08,3200,15400,66600,608788,600,3700,56300,478149
2026-01-21 10:05:37,90471,0,9.34927e+06,1.58553e+08,1.60204e+08,1.91094e+08,1984,13813,49312,88545,754,3160,22392,102645,9.569e+06,1.586e+08,1.601e+08,2.17132e+08,3100,15300,66100,608788,700,3600,53900,478149
2026-01-21 10:15:37,92478,0,9.8893e+06,1.58837e+08,1.59894e+08,1.66275e+08,3613,12087,38130,54869,657,2895,8447,41399,9.571e+06,1.586e+08,1.601e+08,2.17132e+08,3100,15200,65400,608788,600,3600,52300,478149
2026-01-21 10:25:37,94181,0,1.22387e+07,1.58498e+08,1.608e+08,1.61369e+08,4152,16750,52403,56910,642,3395,20140,68410,9.586e+06,1.586e+08,1.601e+08,2.17132e+08,3100,15200,64800,608788,600,3600,51800,478149
2026-01-21 10:35:37,95750,0,1.66445e+07,1.58798e+08,1.60737e+08,1.63575e+08,4773,14876,78626,525663,642,2583,10119,12254,9.609e+06,1.586e+08,1.601e+08,2.17132e+08,3100,15200,65400,608788,600,3600,51700,478149
2026-01-21 10:45:37,97742,0,1.22672e+07,1.58896e+08,1.59966e+08,1.61182e+08,3986,14544,45199,76859,659,2810,89223,135640,9.638e+06,1.586e+08,1.601e+08,2.17132e+08,3200,15200,64800,608788,600,3500,51700,478149
2026-01-21 10:55:37,98956,0,9.2776e+07,1.58805e+08,1.61635e+08,1.62323e+08,7038,14643,31952,52414,642,3320,18753,33442,9.682e+06,1.586e+08,1.601e+08,2.17132e+08,3200,15200,64500,608788,600,3500,51500,478149
2026-01-21 11:05:37,100761,0,1.41649e+07,1.58799e+08,1.60186e+08,1.61196e+08,5474,18146,47164,76963,662,3345,36282,49206,9.706e+06,1.586e+08,1.601e+08,2.17132e+08,3200,15200,64400,608788,600,3500,51000,478149
2026-01-21 11:15:37,102517,0,2.1659e+07,1.58864e+08,1.62047e+08,1.85631e+08,5994,17168,33718,39665,637,3215,11036,63168,9.739e+06,1.586e+08,1.602e+08,2.17132e+08,3300,15300,62200,608788,600,3500,50900,478149
2026-01-21 11:25:37,104317,0,1.36427e+07,1.58647e+08,1.60092e+08,1.60797e+08,5777,15412,27579,57212,651,3114,30103,35436,9.77e+06,1.586e+08,1.602e+08,2.17132e+08,3300,15300,61400,608788,600,3500,50700,478149
2026-01-21 11:35:37,105661,0,1.2584e+07,1.58946e+08,1.60488e+08,1.99186e+08,5414,14219,23194,23886,630,4478,38857,40576,9.785e+06,1.586e+08,1.602e+08,2.17132e+08,3300,15300,61400,608788,600,3500,50500,478149
2026-01-21 11:45:37,107042,0,1.00383e+07,1.59275e+08,1.6014e+08,1.60226e+08,3583,17695,43429,51788,647,3700,12970,42029,9.787e+06,1.586e+08,1.602e+08,2.17132e+08,3300,15300,60800,608788,600,3500,50200,478149
2026-01-21 11:55:37,110882,0,9.4307e+06,1.58273e+08,1.59838e+08,1.78331e+08,1803,12512,26338,42224,766,2408,5769,48173,9.772e+06,1.586e+08,1.601e+08,2.17132e+08,3200,15200,59900,608788,600,3500,49800,478149
2026-01-21 12:05:37,122559,0,8.76979e+06,1.57736e+08,1.59529e+08,1.61278e+08,1401,11161,39904,377934,891,3374,53864,240792,9.562e+06,1.585e+08,1.601e+08,2.17132e+08,2900,14800,59000,608788,700,3500,49900,478149
2026-01-21 12:15:37,142096,0,8.80041e+06,1.56699e+08,1.58873e+08,1.60434e+08,1330,10483,30742,70643,923,3428,23120,523877,9.345e+06,1.585e+08,1.6e+08,2.17132e+08,2400,14200,56000,608788,700,3500,46700,523877
2026-01-21 12:25:37,158253,0,8.57013e+06,1.57251e+08,1.58985e+08,1.6258e+08,1460,10737,36351,100398,896,3138,17576,109459,9.208e+06,1.584e+08,1.6e+08,2.17132e+08,2200,13800,54900,608788,700,3400,44200,523877
2026-01-21 12:35:37,167098,0,8.639e+06,1.5795e+08,1.59579e+08,1.63029e+08,1567,10970,44749,83623,1041,4901,20820,572188,9.17e+06,1.583e+08,1.599e+08,2.17132e+08,2100,13700,54300,608788,700,3800,42200,572188
2026-01-21 12:45:37,172977,0,8.64956e+06,1.58219e+08,1.59967e+08,1.62785e+08,1849,11718,37713,60680,808,3294,13358,83832,9.152e+06,1.583e+08,1.599e+08,2.17132e+08,2100,13600,53900,608788,700,3800,41500,572188
2026-01-21 12:55:37,177856,0,8.6928e+06,1.5837e+08,1.60025e+08,1.62389e+08,2200,14923,55467,90962,757,3272,43450,59175,9.139e+06,1.583e+08,1.599e+08,2.17132e+08,2100,13600,54100,608788,700,3800,41500,572188
2026-01-21 13:05:37,182763,0,8.98052e+06,1.58122e+08,1.59949e+08,1.61664e+08,2761,12136,32168,55256,804,3423,30874,137784,9.135e+06,1.583e+08,1.599e+08,2.17132e+08,2100,13600,53700,608788,700,3800,41300,572188
2026-01-21 13:15:37,187824,0,8.6188e+06,1.58291e+08,1.6007e+08,1.62721e+08,1980,11460,28153,62302,964,4760,11124,61919,9.118e+06,1.583e+08,1.599e+08,2.17132e+08,2100,13500,53400,608788,700,3900,41200,572188
2026-01-21 13:25:37,192438,0,8.6545e+06,1.58351e+08,1.59743e+08,1.61157e+08,1738,11642,41439,54796,900,4719,18876,67742,9.104e+06,1.583e+08,1.599e+08,2.17132e+08,2100,13400,53300,608788,700,4000,40900,572188
2026-01-21 13:35:37,198387,0,8.7229e+06,1.58206e+08,1.59881e+08,1.62004e+08,1431,12113,48927,84166,824,3089,18820,96807,9.09e+06,1.583e+08,1.599e+08,2.17132e+08,2100,13400,53200,608788,700,4000,40500,572188
2026-01-21 13:45:37,203282,0,8.59429e+06,1.58445e+08,1.59998e+08,1.61347e+08,1695,13012,52540,129982,767,3132,22031,160962,9.075e+06,1.583e+08,1.599e+08,2.17132e+08,2100,13400,53200,608788,700,4000,40100,572188
2026-01-21 13:55:37,208960,0,8.7089e+06,1.58373e+08,1.59697e+08,1.88067e+08,1767,12288,42120,174551,854,3243,11011,49672,9.062e+06,1.583e+08,1.599e+08,2.17132e+08,2000,13300,53100,608788,700,4000,39600,572188
2026-01-21 14:05:37,219571,0,8.52463e+06,1.57989e+08,1.59899e+08,1.84193e+08,1427,11244,27276,118510,886,3359,29604,276514,9.02e+06,1.583e+08,1.599e+08,2.17132e+08,2000,13100,51700,608788,700,3900,39000,572188
2026-01-21 14:15:37,245418,0,8.36418e+06,1.55557e+08,1.58717e+08,1.60954e+08,1304,10127,33778,159510,1157,5020,37844,92422,8.912e+06,1.582e+08,1.599e+08,2.17132e+08,1800,12700,50800,608788,800,4300,38900,572188
2026-01-21 14:25:37,263496,0,8.43721e+06,1.5727e+08,1.5906e+08,1.60193e+08,1342,10806,40931,94381,951,3253,27038,91907,8.864e+06,1.582e+08,1.598e+08,2.17132e+08,1700,12500,50700,608788,800,4300,38100,572188
2026-01-21 14:35:37,288840,0,8.47565e+06,1.5626e+08,1.58779e+08,1.68288e+08,1204,10100,34402,167157,995,3288,27559,200128,8.813e+06,1.581e+08,1.598e+08,2.17132e+08,1600,12200,49600,608788,800,4200,37300,572188
2026-01-21 14:45:37,308847,0,8.3277e+06,1.57155e+08,1.59264e+08,1.60432e+08,1368,10522,32008,184238,939,3235,31366,169423,8.77e+06,1.581e+08,1.598e+08,2.17132e+08,1600,12100,48500,608788,800,4200,37000,572188
2026-01-21 14:55:37,323980,0,8.38568e+06,1.57709e+08,1.60018e+08,1.71153e+08,1372,10828,41461,94010,969,3586,57868,232197,8.745e+06,1.581e+08,1.598e+08,2.17132e+08,1600,12000,48300,608788,800,4200,37800,572188
2026-01-21 15:05:37,336460,0,8.52972e+06,1.5782e+08,1.59808e+08,1.68236e+08,1419,11632,47360,173286,903,3394,35101,137532,8.735e+06,1.581e+08,1.598e+08,2.17132e+08,1600,12000,48100,608788,800,4100,37800,572188
2026-01-21 15:15:37,355101,0,8.49661e+06,1.56946e+08,1.5905e+08,1.59841e+08,1292,10426,31434,123326,946,3562,19619,106853,8.721e+06,1.581e+08,1.598e+08,2.17132e+08,1500,11900,46900,608788,800,4100,36600,572188
2026-01-21 15:25:37,377121,0,8.4985e+06,1.56078e+08,1.58973e+08,1.61341e+08,1374,10720,45838,108774,940,3237,17056,114593,8.709e+06,1.581e+08,1.597e+08,2.17132e+08,1500,11800,46800,608788,800,4100,35600,572188
2026-01-21 15:35:37,389587,0,8.42813e+06,1.57654e+08,1.59822e+08,1.61368e+08,1476,10916,29655,59675,885,3298,20634,102629,8.699e+06,1.581e+08,1.597e+08,2.17132e+08,1500,11800,46100,608788,800,4100,35100,572188
2026-01-21 15:45:37,398388,0,8.44982e+06,1.58242e+08,1.59859e+08,1.6117e+08,1480,11835,62501,100352,896,3462,40526,133664,8.693e+06,1.581e+08,1.597e+08,2.17132e+08,1500,11800,46700,608788,800,4100,35100,572188
2026-01-21 15:55:37,407388,0,8.5012e+06,1.58151e+08,1.59956e+08,1.62204e+08,1549,11741,51583,83683,876,3823,18919,111300,8.688e+06,1.581e+08,1.597e+08,2.17132e+08,1500,11800,46800,608788,800,4100,35100,572188
2026-01-21 16:05:37,414671,0,8.67927e+06,1.58332e+08,1.59817e+08,1.60281e+08,1473,10985,52904,81507,881,3712,32674,103890,8.688e+06,1.581e+08,1.597e+08,2.17132e+08,1500,11800,47100,608788,800,4000,35100,572188
2026-01-21 16:15:37,423707,0,8.64316e+06,1.58028e+08,1.59824e+08,1.63654e+08,1328,11935,56847,96202,923,3696,36466,75156,8.686e+06,1.581e+08,1.597e+08,2.17132e+08,1500,11800,47100,608788,800,4000,35100,572188
2026-01-21 16:25:37,438679,0,8.51564e+06,1.57482e+08,1.59345e+08,1.60257e+08,1307,10453,38639,101987,929,3778,35929,153577,8.679e+06,1.58e+08,1.597e+08,2.17132e+08,1500,11700,46700,608788,800,4000,35100,572188
2026-01-21 16:35:37,450832,0,8.33982e+06,1.57668e+08,1.59264e+08,1.61102e+08,1351,10654,38121,115331,903,3497,35257,2.03226e+06,8.67e+06,1.58e+08,1.597e+08,2.17132e+08,1500,11700,46400,608788,800,4000,35100,2.03226e+06
2026-01-21 16:45:37,484020,0,8.37071e+06,1.27623e+08,1.57858e+08,1.60126e+08,1205,9704,45778,482271,1050,4534,37614,1.66953e+06,8.644e+06,1.58e+08,1.597e+08,2.17132e+08,1400,11600,46400,608788,800,4100,35200,2.03226e+06
2026-01-21 16:55:37,506219,0,8.43165e+06,1.5528e+08,1.58528e+08,1.60175e+08,1383,10666,36557,111625,937,3250,22027,6.07662e+06,8.632e+06,1.58e+08,1.597e+08,2.17132e+08,1400,11600,45800,608788,800,4100,35100,6.07662e+06
2026-01-21 17:05:37,535994,0,8.34499e+06,1.35261e+08,1.582e+08,1.6114e+08,1273,10192,33351,102813,958,3268,32480,158835,8.613e+06,1.58e+08,1.596e+08,2.17132e+08,1400,11500,45100,608788,800,4000,34700,6.07662e+06
2026-01-21 17:15:37,559757,0,8.37353e+06,1.56781e+08,1.58921e+08,1.70798e+08,1303,9906,26621,117604,948,3194,23618,66061,8.6e+06,1.579e+08,1.596e+08,2.17132e+08,1400,11400,44700,608788,800,4000,34500,6.07662e+06
2026-01-21 17:25:37,582870,0,8.26153e+06,1.56189e+08,1.58948e+08,1.61058e+08,1243,9965,29893,103402,977,3294,18674,101709,8.585e+06,1.579e+08,1.596e+08,2.17132e+08,1400,11400,44100,608788,800,4000,33600,6.07662e+06
2026-01-21 17:35:37,599134,0,8.36732e+06,1.57781e+08,1.59644e+08,1.78074e+08,1308,10418,36635,125805,950,3299,28836,202303,8.578e+06,1.579e+08,1.596e+08,2.17132e+08,1400,11400,44100,608788,800,3900,33600,6.07662e+06
2026-01-21 17:45:37,615248,0,8.31147e+06,1.57625e+08,1.59512e+08,1.69098e+08,1373,11071,34428,101456,923,3452,39550,73369,8.571e+06,1.579e+08,1.596e+08,2.17132e+08,1400,11400,44000,608788,800,3900,33900,6.07662e+06
2026-01-21 17:55:37,626845,0,8.47758e+06,1.58207e+08,1.60023e+08,2.17715e+08,1436,11276,43699,81861,954,4446,44933,112773,8.569e+06,1.579e+08,1.596e+08,2.17715e+08,1400,11400,44000,608788,800,4000,34100,6.07662e+06
2026-01-21 18:05:37,636194,0,8.51683e+06,1.58126e+08,1.59985e+08,1.67156e+08,1446,11397,38146,117756,875,3268,25305,251595,8.568e+06,1.579e+08,1.596e+08,2.17715e+08,1400,11400,43900,608788,800,3900,33900,6.07662e+06
2026-01-21 18:15:37,646148,0,8.33661e+06,1.58141e+08,1.59934e+08,1.61125e+08,1354,11764,47336,113538,890,3306,38978,392266,8.565e+06,1.579e+08,1.596e+08,2.17715e+08,1400,11400,43900,608788,800,3900,33900,6.07662e+06
2026-01-21 18:25:37,653161,0,8.32505e+06,1.5835e+08,1.59995e+08,1.61635e+08,1562,11460,39812,61741,894,3184,27972,98325,8.562e+06,1.579e+08,1.596e+08,2.17715e+08,1400,11400,43900,608788,800,3900,33600,6.07662e+06
2026-01-21 18:35:37,661360,0,8.49375e+06,1.58353e+08,1.59855e+08,1.61036e+08,1627,11529,32804,99947,914,3761,17842,885966,8.561e+06,1.579e+08,1.596e+08,2.17715e+08,1400,11400,43800,608788,800,3900,33500,6.07662e+06
2026-01-21 18:45:37,669189,0,8.43486e+06,1.58174e+08,1.59872e+08,1.8744e+08,1504,12184,32971,83241,895,3007,14239,67015,8.56e+06,1.579e+08,1.596e+08,2.17715e+08,1400,11400,43800,608788,800,3900,33300,6.07662e+06
2026-01-21 18:55:37,680795,0,8.37479e+06,1.57778e+08,1.59412e+08,1.6088e+08,1311,11694,34050,132913,948,3247,52215,677161,8.557e+06,1.579e+08,1.596e+08,2.17715e+08,1400,11400,43800,608788,800,3900,33400,6.07662e+06
2026-01-21 19:05:37,688847,0,8.55455e+06,1.58395e+08,1.60059e+08,1.61216e+08,1388,11760,24471,83657,879,3436,29074,136251,8.557e+06,1.579e+08,1.596e+08,2.17715e+08,1400,11400,43600,608788,800,3900,33400,6.07662e+06
2026-01-21 19:15:37,694610,0,8.33997e+06,1.58798e+08,1.60395e+08,1.60971e+08,1568,13087,49520,65530,870,4473,77821,148067,8.555e+06,1.579e+08,1.597e+08,2.17715e+08,1400,11400,43600,608788,800,3900,33500,6.07662e+06
2026-01-21 19:25:37,701126,0,8.48869e+06,1.58318e+08,1.59983e+08,1.63912e+08,1720,11565,41813,97118,911,4104,20445,101100,8.554e+06,1.579e+08,1.597e+08,2.17715e+08,1400,11400,43600,608788,800,3900,33400,6.07662e+06
2026-01-21 19:35:37,747718,0,8.49561e+06,1.10363e+08,1.58173e+08,1.64678e+08,1165,9570,42792,116598,1096,4645,33080,96291,8.549e+06,1.579e+08,1.596e+08,2.17715e+08,1400,11300,43500,608788,900,4000,33400,6.07662e+06
2026-01-21 19:45:37,776471,0,8.40002e+06,1.531e+08,1.59054e+08,1.60894e+08,1293,10182,39418,338457,986,4129,34653,345552,8.544e+06,1.579e+08,1.596e+08,2.17715e+08,1400,11300,43400,608788,900,4000,33400,6.07662e+06
2026-01-21 19:55:37,803811,0,8.35088e+06,1.5519e+08,1.58716e+08,1.60833e+08,1346,10362,31473,78934,944,3368,28101,1.79274e+06,8.539e+06,1.579e+08,1.596e+08,2.17715e+08,1300,11300,43100,608788,900,4000,33300,6.07662e+06
2026-01-21 20:05:37,822093,0,8.41317e+06,1.57166e+08,1.59209e+08,1.69947e+08,1418,10894,41294,106221,927,3346,26005,128818,8.536e+06,1.579e+08,1.596e+08,2.17715e+08,1300,11300,43000,608788,900,4000,33200,6.07662e+06
2026-01-21 20:15:37,836704,0,8.30774e+06,1.57808e+08,1.59915e+08,1.95367e+08,1380,11228,35753,99726,906,3212,41356,116579,8.533e+06,1.579e+08,1.596e+08,2.17715e+08,1300,11300,42800,608788,900,4000,33200,6.07662e+06
2026-01-21 20:25:37,850911,0,8.36558e+06,1.57706e+08,1.59259e+08,1.81406e+08,1310,11051,49519,116352,954,4242,40897,96481,8.531e+06,1.579e+08,1.596e+08,2.17715e+08,1300,11300,43000,608788,900,4000,33300,6.07662e+06
2026-01-21 20:35:37,861532,0,8.39373e+06,1.5792e+08,1.59563e+08,1.69887e+08,1468,11769,47831,131382,922,3458,27744,52820,8.53e+06,1.579e+08,1.596e+08,2.17715e+08,1300,11300,43100,608788,900,4000,33200,6.07662e+06
2026-01-21 20:45:37,869047,0,8.71782e+06,1.58239e+08,1.60198e+08,2.0134e+08,1281,12156,56057,150757,911,3485,34709,125255,8.531e+06,1.579e+08,1.596e+08,2.17715e+08,1300,11300,43200,608788,900,4000,33200,6.07662e+06
2026-01-21 20:55:37,876508,0,8.34742e+06,1.58235e+08,1.59905e+08,1.6496e+08,1521,12787,55679,114527,885,3490,27612,279303,8.53e+06,1.579e+08,1.596e+08,2.17715e+08,1300,11300,43300,608788,900,4000,33200,6.07662e+06
2026-01-21 21:05:37,882804,0,8.61619e+06,1.58347e+08,1.59752e+08,1.61955e+08,1476,12428,57212,114827,821,3263,31035,73888,8.531e+06,1.579e+08,1.596e+08,2.17715e+08,1300,11300,43300,608788,900,4000,33200,6.07662e+06
2026-01-21 21:15:37,885994,0,9.01341e+06,1.58586e+08,1.60003e+08,1.61025e+08,2358,14534,40913,51214,762,3616,55948,85098,8.532e+06,1.579e+08,1.596e+08,2.17715e+08,1300,11300,43300,608788,900,4000,33300,6.07662e+06
2026-01-21 21:25:37,891175,0,8.56902e+06,1.58361e+08,1.59849e+08,1.68393e+08,1625,13020,58472,90832,829,3452,31232,143826,8.532e+06,1.579e+08,1.596e+08,2.17715e+08,1300,11300,43500,608788,900,3900,33300,6.07662e+06
2026-01-21 21:35:37,894507,0,8.67356e+06,1.5854e+08,1.59688e+08,1.62292e+08,1843,12580,28538,49218,798,3253,32376,72497,8.532e+06,1.579e+08,1.596e+08,2.17715e+08,1300,11300,43500,608788,900,3900,33300,6.07662e+06
2026-01-21 21:45:37,897318,0,8.76927e+06,1.58671e+08,1.59911e+08,1.94576e+08,1890,12288,29375,113964,778,3029,40523,121011,8.533e+06,1.579e+08,1.596e+08,2.17715e+08,1400,11300,43400,608788,900,3900,33300,6.07662e+06
2026-01-21 21:55:37,899882,0,8.79547e+06,1.58535e+08,1.60248e+08,1.60576e+08,2373,13433,28312,74416,771,3388,11936,94372,8.533e+06,1.579e+08,1.596e+08,2.17715e+08,1400,11300,43400,608788,900,3900,33300,6.07662e+06
2026-01-21 22:05:37,902473,0,8.90928e+06,1.58646e+08,1.60124e+08,1.60291e+08,2247,12677,38731,126974,729,3911,55811,114196,8.534e+06,1.579e+08,1.596e+08,2.17715e+08,1400,11300,43400,608788,900,3900,33300,6.07662e+06
2026-01-21 22:15:37,905660,0,8.73218e+06,1.58432e+08,1.60081e+08,1.61052e+08,2084,12608,57825,91429,778,3167,31017,52953,8.534e+06,1.579e+08,1.596e+08,2.17715e+08,1400,11300,43400,608788,900,3900,33300,6.07662e+06
2026-01-21 22:25:37,909727,0,8.72116e+06,1.58374e+08,1.59792e+08,1.61177e+08,1792,12616,48139,65819,784,2692,8304,23239,8.535e+06,1.579e+08,1.596e+08,2.17715e+08,1400,11400,43500,608788,900,3900,33200,6.07662e+06
